label,sentence1,sentence2,sample_index
0,A cyclist riding an all terrain vehicle.,Dogs like to ride bikes.,6965
0,A kid is having fun watching performance.,A child is afraid of a performer.,6966
1,A man and woman check out the woman's phone on a city street.,At least two people are outside.,6970
1,"An older man with a beard wearing several coats, a pair of gloves, and a hat, sleeps on some grass.",An old man sleeps.,6971
1,lady seems upset about something.,The lady is bothered.,6976
0,A male bassist wearing a white shirt and covered in sweat is kneeling on stage in front of a drummer.,the bassist is swinging on a tree,6980
0,two young male kids carrying black bowls.,The two kids are putting up dishes.,6981
0,Several men on the deck of a ship are lowering another man into the water.,A couple of sailors are throwing the pirate overboard,6986
1,A man in a green shirt and black pants is stretching for his hike.,A man is outdoors stretching.,6988
1,People try to make a point about how big companies do n't care about people and only car about money.,Some people try to justify how companies are only there for the money.,6996
1,A barefooted man wearing olive green shorts grilling hotdogs on a small propane grill while holding a blue plastic cup.,A man is cooking food.,7000
1,"New York city is a highly crowded place, where people do various activities from walking to sitting on stairs using a laptop to just watching the city crowd.",Poeple in the open doing various activities.,7002
1,Man approaching woman wearing red polka dot shirt.,A man is heading towards someone,7004
1,A man in a blue checkered shirt is cutting a chocolate birthday cake.,A person is slicing a cake.,7005
1,Mom is teaching her baby how to write as she signs a poster.,The mom is holding something to write with in her hand.,7009
1,"A man in a cap, sweatshirt, and jeans works on wooden banisters.",A man is working on a project.,7010
1,Two women at a commercial drive station.,The women are inside a building.,7014
1,A man lifting weights in a gym.,A man is working out.,7022
1,An old woman with pink sunglasses is holding two magazines in a busy street.,Old woman holds onto two magazines.,7026
1,A child is jumping down a water slide in a backyard.,A kid is playing on a water slide in a yard.,7027
0,An old man with glasses in a shop filled with people hands a red tube to another man with glasses.,The two men are friends.,7029
0,Two people stand next to a goat.,Two goats are standing next to a person.,7035
1,Two street musicians playing a guitar and bongo drums with the guitar case open for donations,People are playing music in the street.,7041
0,There are many tennis balls on a stand behind the blonde tennis player.,the tennis player is using soccer balls,7043
1,A woman's hands are shown applying black-colored nail polish over an existing layer of gray-colored polish.,A woman is fixing up her nail polish.,7045
1,A small black dog walks in the sand.,A black dog is in sand.,7052
0,A surfer rides inside the barrel of a breaking wave.,A star surfers performs in front of a crowd.,7056
1,A little girl is eagerly standing by the racers anticipating a handshake.,A child is standing by racers anticipating a handshake.,7057
0,The little girl is opening her big present.,The little girl is hanging from a tree.,7059
1,"A man wearing jeans, a tank-top, and a work glove is bent overlooking at a wheelbarrow.",a man is looking in a wheel barrow,7062
0,A lady with a pink hoodie is taking a video of large screen monitor of a sports team.,The woman is a reporter for the news,7069
0,A young boy is playing with toy tools and wearing a name tag.,A young boy is a red shirt is playing with toy tools.,7079
0,"Young man and woman stretch out on stones, packages in foreground.",A couple stretches before lifting packages.,7083
1,Several men are gathered around musical instruments and a microphone.,Men are gathered around musical instruments.,7098
0,Two football players are getting ready to tackle each other,Two people are dressed in football uniforms.,7099
1,A bald man wearing glasses and a black shirt holing an instrument.,a man holding an instrument,7101
0,People watching a man breakdance.,A man has dreads.,7102
0,A young boy with black hair and tie-dyed shirt and jeans and an older man balding with a long-sleeved dark shirt and jeans working on lawn equipment.,The father teaches his son how to fix the mower.,7112
0,"Young punk rock guitarist, wearing a red lined jacket with a badge, is in front of foggy blue and purple lighting.",A punk rock guitarist is performing in a concert,7114
0,A man sitting in between two roads on a black crate.,the man is inside on the couch,7115
0,A young boy is spinning around a baseball bat on the grass.,A young boy is trying to spin around a baseball bat on his fingers.,7117
0,A little girl is riding her bike on a dirt trail.,The little girl is riding on a paved road.,7119
1,Two people stand on a large gray building.,Folks on a roof.,7121
1,"A young boy, dressed in a karate gee and wearing a yellow belt, stands ready to defend himself inside a gym.",the boy is a karate student,7123
1,A man wearing glasses is holding a pan and tossing it's contents into the air.,A man with glasses is making gumbo.,7124
1,A young man in uniform is standing with his back to a museum case that has a classical bust on the top shelf.,A man is standing in a room.,7125
1,3 men wearing black attire are reading.,Three guys wearing black clothing and reading.,7126
0,Two men working on a yellow Volkswagen beetle.,The men are mechanics.,7137
0,"A group of people, at least two of whom are drinking out of wineglasses, are standing in a hallway.",A group of people are celebrating a wedding while in a hallway.,7138
1,Two woman wearing statue of liberty hats get their picture taken in a subway.,Statue of liberty hats are being worn by some females.,7140
0,A blond boy in a blue shirt is sitting with a woman wearing glasses.,A boy fell and scraped his knee,7141
1,Two people are hiking on a trail next to a large wall.,Two people hike on a trail next to a large wall.,7147
0,"A man with a red and black striped sweater and dirty blond-hair jumping high, over a ramp with hearts and lips on it.",The man is running down a flat street.,7151
0,Two officers sit on horses in a urban setting.,The two officers were patrolling with horses,7154
1,A woman smiling while stretching.,She is stretching,7158
0,The man in black shorts and a green shirt with the number 25 on the back is about to kick the soccer ball.,A soccer player in a red jersey gets ready to kick a ball.,7164
1,An Islamic soldier showing something to a group of Islamic children.,Some kids are looking at something a soldier is showing them.,7174
1,A little girl and a grown man are looking at each other and holding up two fingers on their right hands.,A girl and man are outdoors.,7175
1,A man in a hat leans on a partially constructed wooden structure.,A man is leaning on a structure,7179
